1.800000E+4	2.337965E+0	4.246871E-3	5.097742E+1	9.638754E-4	-7.863776E+1	1.488053E-4	1.053000E+1	2.203435E-3	-9.995729E+1	5.505148E+2	0.000000E+0
1.800400E+4	2.336222E+0	4.257292E-3	5.044918E+1	9.606177E-4	-7.802807E+1	1.534843E-4	-1.178509E+1	2.198266E-3	-1.014632E+2	5.487579E+2	0.000000E+0
1.800800E+4	2.337765E+0	4.265838E-3	5.135366E+1	9.445887E-4	-7.693822E+1	1.545121E-4	-4.896434E+0	2.303510E-3	-1.114994E+2	5.480201E+2	0.000000E+0
1.801200E+4	2.338140E+0	4.281140E-3	5.156395E+1	9.292944E-4	-7.892007E+1	1.530511E-4	-1.826260E+1	2.260458E-3	-1.062586E+2	5.461488E+2	0.000000E+0
1.801600E+4	2.339108E+0	4.299388E-3	5.038723E+1	9.100205E-4	-8.000790E+1	1.580432E-4	-2.430280E+0	2.382857E-3	-1.089427E+2	5.440560E+2	0.000000E+0
1.802000E+4	2.344533E+0	4.300069E-3	5.158581E+1	8.878598E-4	-7.756450E+1	1.504331E-4	-9.373904E+0	2.400839E-3	-1.097507E+2	5.452316E+2	0.000000E+0
1.802400E+4	2.349592E+0	4.321024E-3	5.103992E+1	8.927150E-4	-8.201701E+1	1.674784E-4	-9.104404E+0	2.407845E-3	-9.687452E+1	5.437581E+2	0.000000E+0
1.802800E+4	2.348866E+0	4.327935E-3	5.123533E+1	8.478155E-4	-8.175062E+1	1.630261E-4	-1.219901E+1	2.433970E-3	-1.103447E+2	5.427220E+2	0.000000E+0
1.803200E+4	2.343755E+0	4.344943E-3	5.207088E+1	8.438861E-4	-7.939371E+1	1.702324E-4	-1.580849E+1	2.470990E-3	-1.061982E+2	5.394213E+2	0.000000E+0
1.803600E+4	2.341376E+0	4.354222E-3	5.084621E+1	8.176541E-4	-8.261268E+1	1.710515E-4	-1.506283E+1	2.492748E-3	-1.032272E+2	5.377254E+2	0.000000E+0
1.804000E+4	2.342280E+0	4.367866E-3	5.168329E+1	8.055133E-4	-8.308653E+1	1.701825E-4	-3.063070E+0	2.446942E-3	-1.029728E+2	5.362526E+2	0.000000E+0
1.804400E+4	2.343806E+0	4.390021E-3	5.074219E+1	7.864767E-4	-8.072115E+1	1.790094E-4	-1.912922E+1	2.448351E-3	-1.004901E+2	5.338941E+2	0.000000E+0
1.804800E+4	2.343494E+0	4.397409E-3	5.123635E+1	7.699512E-4	-8.305248E+1	1.796165E-4	-1.064035E+1	2.539463E-3	-1.011223E+2	5.329261E+2	0.000000E+0
1.805200E+4	2.345566E+0	4.423010E-3	5.063205E+1	7.348628E-4	-8.191067E+1	1.850658E-4	-3.636266E+0	2.518562E-3	-1.026811E+2	5.303100E+2	0.000000E+0
1.805600E+4	2.345985E+0	4.434344E-3	5.129189E+1	7.237288E-4	-8.363896E+1	1.711604E-4	-5.336386E+0	2.551421E-3	-1.076890E+2	5.290490E+2	0.000000E+0
1.806000E+4	2.351159E+0	4.453909E-3	5.108446E+1	7.111538E-4	-8.717915E+1	1.808453E-4	-1.291323E+1	2.596673E-3	-1.087169E+2	5.278866E+2	0.000000E+0
1.806400E+4	2.350371E+0	4.470979E-3	5.088639E+1	6.980936E-4	-8.667562E+1	1.854863E-4	-2.083110E+1	2.585870E-3	-1.070136E+2	5.256949E+2	0.000000E+0
1.806800E+4	2.349629E+0	4.486025E-3	5.140447E+1	6.809130E-4	-8.864561E+1	1.872001E-4	1.706853E+0	2.768705E-3	-1.118481E+2	5.237662E+2	0.000000E+0
1.807200E+4	2.347913E+0	4.480071E-3	5.139937E+1	6.614542E-4	-9.046146E+1	1.853468E-4	-5.632020E+0	2.646069E-3	-1.103045E+2	5.240794E+2	0.000000E+0
1.807600E+4	2.348296E+0	4.514483E-3	5.069109E+1	6.413631E-4	-8.915968E+1	1.928989E-4	-7.051398E+0	2.703434E-3	-1.123259E+2	5.201694E+2	0.000000E+0
1.808000E+4	2.350177E+0	4.540782E-3	5.070116E+1	6.232161E-4	-9.215868E+1	2.001812E-4	-1.982117E+1	2.869889E-3	-1.032310E+2	5.175709E+2	0.000000E+0
1.808400E+4	2.349287E+0	4.530886E-3	5.140251E+1	5.888261E-4	-9.258441E+1	2.120799E-4	-1.590404E+1	2.857936E-3	-1.038939E+2	5.185051E+2	0.000000E+0
1.808800E+4	2.348749E+0	4.554413E-3	5.117172E+1	5.748366E-4	-9.474107E+1	2.028615E-4	-2.126877E+1	2.910692E-3	-1.054696E+2	5.157084E+2	0.000000E+0
1.809200E+4	2.350584E+0	4.579655E-3	5.041465E+1	5.581653E-4	-9.918416E+1	1.959629E-4	-1.359369E+1	2.840188E-3	-1.066357E+2	5.132666E+2	0.000000E+0
1.809600E+4	2.351552E+0	4.587591E-3	5.097753E+1	5.303157E-4	-9.971331E+1	2.127229E-4	-1.725231E+1	2.850939E-3	-1.074414E+2	5.125898E+2	0.000000E+0
1.810000E+4	2.351098E+0	4.618649E-3	5.131882E+1	5.175560E-4	-1.040085E+2	2.035516E-4	-1.938759E+1	2.926807E-3	-1.080768E+2	5.090446E+2	0.000000E+0
1.810400E+4	2.345780E+0	4.640704E-3	5.084668E+1	4.916341E-4	-1.041148E+2	2.250119E-4	-1.307127E+1	2.875904E-3	-1.108950E+2	5.054793E+2	0.000000E+0
1.810800E+4	2.351071E+0	4.663028E-3	5.111648E+1	4.799578E-4	-1.087139E+2	2.209338E-4	-1.478280E+1	2.925651E-3	-1.110410E+2	5.041941E+2	0.000000E+0
1.811200E+4	2.351050E+0	4.655813E-3	5.126987E+1	4.512689E-4	-1.117516E+2	2.166049E-4	-1.491972E+1	3.011874E-3	-1.080276E+2	5.049709E+2	0.000000E+0
1.811600E+4	2.354908E+0	4.687581E-3	5.113759E+1	4.202985E-4	-1.153860E+2	2.266631E-4	-1.200995E+1	3.095712E-3	-1.088862E+2	5.023716E+2	0.000000E+0
