1.800000E+4	4.306305E+2	-8.705613E+1	3.819935E-1	4.594178E-3	4.291908E-3	1.848226E+0
1.800400E+4	4.327806E+2	-8.744244E+1	4.030910E-1	4.444979E-3	4.275528E-3	1.850366E+0
1.800800E+4	4.378922E+2	-8.989041E+1	4.024537E-1	3.602444E-3	4.222053E-3	1.848804E+0
1.801200E+4	4.354016E+2	-8.666285E+1	4.113584E-1	4.610653E-3	4.255519E-3	1.852860E+0
1.801600E+4	4.272921E+2	-8.401913E+1	3.799706E-1	4.429851E-3	4.330577E-3	1.850421E+0
1.802000E+4	4.391528E+2	-8.728352E+1	4.032606E-1	3.032083E-3	4.203811E-3	1.846115E+0
1.802400E+4	4.285160E+2	-8.722704E+1	4.166405E-1	4.527271E-3	4.330677E-3	1.855765E+0
1.802800E+4	4.299428E+2	-8.747557E+1	4.054963E-1	4.409056E-3	4.310853E-3	1.853420E+0
1.803200E+4	4.376421E+2	-8.674678E+1	4.151023E-1	4.507337E-3	4.223936E-3	1.848572E+0
1.803600E+4	4.329917E+2	-8.847574E+1	3.823954E-1	4.384669E-3	4.270387E-3	1.849042E+0
1.804000E+4	4.319100E+2	-8.773502E+1	3.959823E-1	4.460944E-3	4.276516E-3	1.847070E+0
1.804400E+4	4.360717E+2	-8.770277E+1	3.985699E-1	4.366384E-3	4.251257E-3	1.853853E+0
1.804800E+4	4.197168E+2	-8.680233E+1	3.896983E-1	4.508810E-3	4.409176E-3	1.850606E+0
1.805200E+4	4.157494E+2	-8.679049E+1	3.912486E-1	4.307990E-3	4.446913E-3	1.848801E+0
1.805600E+4	4.174686E+2	-8.723817E+1	3.861353E-1	4.458753E-3	4.431522E-3	1.850021E+0
1.806000E+4	4.290625E+2	-8.740255E+1	4.065942E-1	4.398875E-3	4.316626E-3	1.852102E+0
1.806400E+4	4.166273E+2	-8.737179E+1	3.977997E-1	4.467948E-3	4.444656E-3	1.851765E+0
1.806800E+4	4.163701E+2	-8.630534E+1	3.952117E-1	4.413574E-3	4.429031E-3	1.844116E+0
1.807200E+4	4.255840E+2	-8.924412E+1	4.136143E-1	4.336552E-3	4.341499E-3	1.847672E+0
1.807600E+4	4.217077E+2	-9.072860E+1	4.298913E-1	4.393551E-3	4.383978E-3	1.848757E+0
1.808000E+4	4.095580E+2	-8.688248E+1	4.104156E-1	4.486190E-3	4.525169E-3	1.853319E+0
1.808400E+4	4.065791E+2	-8.724275E+1	4.145918E-1	4.474434E-3	4.543456E-3	1.847274E+0
1.808800E+4	4.193765E+2	-8.820938E+1	4.003738E-1	4.331787E-3	4.406625E-3	1.848035E+0
1.809200E+4	4.186190E+2	-8.721463E+1	3.887609E-1	4.369127E-3	4.417129E-3	1.849094E+0
1.809600E+4	4.072939E+2	-8.409339E+1	3.895755E-1	4.372294E-3	4.532889E-3	1.846218E+0
1.810000E+4	4.024136E+2	-8.723405E+1	3.942477E-1	4.358913E-3	4.590319E-3	1.847207E+0
1.810400E+4	4.024194E+2	-8.817485E+1	4.037575E-1	4.427394E-3	4.598480E-3	1.850518E+0
1.810800E+4	4.171378E+2	-8.848467E+1	4.147067E-1	4.468985E-3	4.428138E-3	1.847144E+0
1.811200E+4	4.034727E+2	-8.694846E+1	4.272120E-1	4.458247E-3	4.585716E-3	1.850212E+0
1.811600E+4	4.083263E+2	-8.942800E+1	4.385007E-1	4.472726E-3	4.532522E-3	1.850748E+0
1.812000E+4	3.962931E+2	-8.735517E+1	4.347166E-1	4.459401E-3	4.667270E-3	1.849607E+0
1.812400E+4	3.968679E+2	-8.680118E+1	4.125262E-1	4.545520E-3	4.662963E-3	1.850580E+0
1.812800E+4	4.086974E+2	-8.729406E+1	4.084346E-1	4.608891E-3	4.523527E-3	1.848754E+0
1.813200E+4	3.996771E+2	-8.684090E+1	4.081481E-1	4.502948E-3	4.619092E-3	1.846145E+0
1.813600E+4	3.942844E+2	-8.828909E+1	4.161553E-1	4.593098E-3	4.694980E-3	1.851157E+0
1.814000E+4	3.987411E+2	-8.809714E+1	4.001230E-1	4.546732E-3	4.625854E-3	1.844518E+0
1.814400E+4	3.953851E+2	-8.767067E+1	4.137410E-1	4.548355E-3	4.669920E-3	1.846417E+0
1.814800E+4	3.955159E+2	-8.565682E+1	4.062559E-1	4.490959E-3	4.667633E-3	1.846123E+0
1.815200E+4	3.886170E+2	-8.710859E+1	4.111600E-1	4.771497E-3	4.758296E-3	1.849155E+0
1.815600E+4	3.979028E+2	-8.608971E+1	4.412959E-1	4.665330E-3	4.645038E-3	1.848274E+0
1.816000E+4	3.864321E+2	-8.901507E+1	4.156257E-1	4.760336E-3	4.778942E-3	1.846737E+0
1.816400E+4	3.827068E+2	-8.777197E+1	4.072006E-1	4.674859E-3	4.829966E-3	1.848461E+0
1.816800E+4	3.903538E+2	-8.559165E+1	4.388988E-1	4.789593E-3	4.734457E-3	1.848113E+0
1.817200E+4	3.919351E+2	-8.807168E+1	4.468319E-1	4.877648E-3	4.719569E-3	1.849765E+0
1.817600E+4	3.867222E+2	-8.602387E+1	4.063253E-1	4.862491E-3	4.777437E-3	1.847541E+0
1.818000E+4	3.873862E+2	-8.773586E+1	4.499740E-1	4.818374E-3	4.760523E-3	1.844161E+0
1.818400E+4	3.754522E+2	-8.619722E+1	4.217221E-1	4.883376E-3	4.913921E-3	1.844943E+0
1.818800E+4	3.814249E+2	-8.745604E+1	4.366451E-1	5.085182E-3	4.851686E-3	1.850554E+0
1.819200E+4	3.780571E+2	-8.763507E+1	4.039572E-1	5.011337E-3	4.889823E-3	1.848633E+0
1.819600E+4	3.710195E+2	-8.551525E+1	4.549437E-1	5.213625E-3	4.972154E-3	1.844766E+0
1.820000E+4	3.765124E+2	-8.862580E+1	4.470968E-1	5.285919E-3	4.900080E-3	1.844941E+0
1.820400E+4	3.691149E+2	-8.508779E+1	4.346202E-1	5.300635E-3	5.004783E-3	1.847340E+0
1.820800E+4	3.759207E+2	-8.719035E+1	4.274660E-1	5.503303E-3	4.917092E-3	1.848437E+0
1.821200E+4	3.747318E+2	-8.836312E+1	4.357163E-1	5.473294E-3	4.935317E-3	1.849420E+0
1.821600E+4	3.651708E+2	-8.662848E+1	4.128485E-1	5.684913E-3	5.075275E-3	1.853342E+0
1.822000E+4	3.693659E+2	-8.709803E+1	4.337752E-1	5.762652E-3	4.997717E-3	1.845987E+0
1.822400E+4	3.650992E+2	-8.843663E+1	4.334952E-1	5.913806E-3	5.055349E-3	1.845704E+0
1.822800E+4	3.592899E+2	-8.561642E+1	4.705547E-1	6.103848E-3	5.144234E-3	1.848271E+0
1.823200E+4	3.645814E+2	-8.637185E+1	4.305071E-1	6.293316E-3	5.066550E-3	1.847170E+0
1.823600E+4	3.667730E+2	-8.876896E+1	4.362173E-1	6.540865E-3	5.034715E-3	1.846598E+0
1.824000E+4	3.614155E+2	-8.730943E+1	4.639887E-1	5.348316E-3	5.106254E-3	1.845479E+0
1.824400E+4	3.536498E+2	-8.942448E+1	4.614826E-1	6.828904E-3	5.224280E-3	1.847566E+0
1.824800E+4	3.533703E+2	-8.787057E+1	4.671836E-1	7.198301E-3	5.228883E-3	1.847732E+0
1.825200E+4	3.527030E+2	-8.690534E+1	4.579926E-1	7.418249E-3	5.245468E-3	1.850092E+0
1.825600E+4	3.518732E+2	-8.635929E+1	4.641035E-1	7.798573E-3	5.242902E-3	1.844837E+0
1.826000E+4	3.484702E+2	-8.726988E+1	4.628676E-1	8.102444E-3	5.297116E-3	1.845887E+0
1.826400E+4	3.479088E+2	-8.630936E+1	4.667774E-1	8.497068E-3	5.312268E-3	1.848185E+0
1.826800E+4	3.427160E+2	-8.704796E+1	4.547955E-1	8.805742E-3	5.399882E-3	1.850626E+0
1.827200E+4	3.457580E+2	-8.707719E+1	4.784501E-1	9.161131E-3	5.340133E-3	1.846394E+0
1.827600E+4	3.407452E+2	-8.824126E+1	4.532068E-1	9.767495E-3	5.420715E-3	1.847083E+0
1.828000E+4	3.416190E+2	-8.700117E+1	4.695041E-1	1.038634E-2	5.412766E-3	1.849104E+0
1.828400E+4	3.400717E+2	-8.541905E+1	4.661841E-1	1.080436E-2	5.447709E-3	1.852612E+0
1.828800E+4	3.308247E+2	-8.622742E+1	4.889908E-1	1.161782E-2	5.595282E-3	1.851057E+0
1.829200E+4	3.313227E+2	-8.540103E+1	5.043939E-1	1.243760E-2	5.592645E-3	1.852970E+0
1.829600E+4	3.267406E+2	-8.560677E+1	4.791735E-1	1.337837E-2	5.661872E-3	1.849963E+0
1.830000E+4	3.250417E+2	-8.777940E+1	4.736744E-1	1.430523E-2	5.681719E-3	1.846796E+0
1.830400E+4	3.209562E+2	-8.420019E+1	4.755693E-1	1.547519E-2	5.769379E-3	1.851718E+0
